Category,Blog Rank,Blog Name,Blog Link,Common Hashtags,Username,Top User Tag,User Page Link,Display Name,Status,Date of Birth,Gender,Blood Type,Originally From,Current Location,Occupation
parenting toddlers,25,働くって本当に大変(泣)～旧･幼稚園のお友達から娘が他害を受けました～,https://ameblo.jp/poi-popoi-poi/,"['ワンオペ育児', 'ワーママ', '長男', '女の子ママ', 'ママ友', '東京', '', '', '', '']",poi-popoi-poi,FALSE,https://www.ameba.jp/profile/general/poi-popoi-poi/,ぽい,既婚,,女性,,,,保育士
parenting toddlers,26,40週での死産　〜それでも前へ〜,https://ameblo.jp/ribbon624/,"['マンガ', 'イラスト', '帝王切開', 'アラサー主婦', '入院', '男の子ママ', '', '', '', '']",ribbon624,FALSE,https://www.ameba.jp/profile/general/ribbon624/,ピーチ,,,女性,,,,
parenting toddlers,27,発達障害育児（ICSI）と2人目反復流産後,https://ameblo.jp/daybreak990823/,"['離婚', '別居', '記事デザイン', '義母', 'PR', '夫', 'まんぞく日記の記事デザイン', '', '', '']",daybreak990823,FALSE,https://www.ameba.jp/profile/general/daybreak990823/,ゆきな,,,女性,,,,
parenting toddlers,28,stick-of-pond,https://ameblo.jp/stck-of-pond/,"['1歳', '記事デザイン', '同居', 'しまむら', '保育園', '義実家', '', '', '', '']",stck-of-pond,FALSE,https://www.ameba.jp/profile/general/stck-of-pond/,stck-of-pond,既婚,,女性,A,和歌山県,和歌山県,主婦／主夫
parenting toddlers,29,発語なし･自閉症の長男を理解したい,https://ameblo.jp/tsumikitoutato/,"['生後6ヶ月', '3歳', '4コマ漫画', '長女', '長男', '5歳', '次女', '', '', '']",tsumikitoutato,FALSE,https://www.ameba.jp/profile/general/tsumikitoutato/,みやま,既婚,,女性,A,,,主婦／主夫
parenting toddlers,30,45歳、46歳 年子高齢出産。,https://ameblo.jp/aubykdd1234/,"['ふるさと納税', '6歳', '5歳', '子育て', '育児の悩み', '育児', '楽天スーパーセール', '', '', '']",aubykdd1234,FALSE,https://www.ameba.jp/profile/general/aubykdd1234/,45歳、46歳　年子超高齢出産。結花の吐き捨てブログ。,既婚,,女性,A,神奈川県,神奈川県,主婦／主夫
parenting toddlers,31,言葉が遅いだけ………じゃなかった！,https://ameblo.jp/hiron-0821/,"['双子', '双子育児', 'エジプト', 'コメントありがとうございます', '', '', '', '', '', '']",hiron-0821,FALSE,https://www.ameba.jp/profile/general/hiron-0821/,natsu,,,女性,,,,
parenting toddlers,32,待望の我が子は自閉症、重度知的障害と診断されました,https://ameblo.jp/ma-yu0728rum/,"['私の買ってよかったもの', '双子', '女の子ママ', '男の子ママ', '楽天お得情報', '', '', '', '', '']",ma-yu0728rum,FALSE,https://www.ameba.jp/profile/general/ma-yu0728rum/,ほのか,,,女性,,,,
parenting toddlers,33,にぃ嫁さんち,https://ameblo.jp/niyome/,"['大人カジュアル', '楽天お得情報', '記事デザイン', 'Tシャツ', '子供服', '育児', '', '', '', '']",niyome,TRUE,https://www.ameba.jp/profile/ameba/niyome/,にぃ嫁,,,女性,,,,
parenting toddlers,34,記憶のかけら。,https://ameblo.jp/suzuran-20200912/,"['小学生', '男の子ママ', '夏休み', '小1', 'スイミングスクール', '性被害対策', '', '', '', '']",suzuran-20200912,FALSE,https://www.ameba.jp/profile/general/suzuran-20200912/,いろは,,,女性,,,,
parenting toddlers,35,三つ子＋1と毎日,https://ameblo.jp/obayoko/,"['Eテレ', 'おかあさんといっしょ', 'サザエさん', 'サザエさんじゃんけん', '', '', '', '', '', '']",obayoko,FALSE,https://www.ameba.jp/profile/general/obayoko/,三つ子おかあちゃん,,,,,,,
parenting toddlers,36,ポコとの屁っポコな日常,https://ameblo.jp/otoofusan/,"['1歳', 'ワーママ', '義実家', '義母', 'ベビーカー', '', '', '', '', '']",otoofusan,TRUE,https://www.ameba.jp/profile/ameba/otoofusan/,お豆腐,,,女性,,,,
parenting toddlers,37,かいマム画報ー妻の子育て／夫の子育て、三兄妹の育児録,https://ameblo.jp/mom-caesar/,"['3歳', '1歳', '保育園', 'こども園', 'アラサー女子', '4歳', '幼稚園', '', '', '']",mom-caesar,FALSE,https://www.ameba.jp/profile/general/mom-caesar/,mom-caesar,,,女性,,,,
parenting toddlers,37,女の子ママの育児ブログ,https://ameblo.jp/cotoha-mam/,"['小学4年生', '小学生', '女の子ママ', '小学1年生', '義実家', '義母', 'ママ友', 'ピアノ', '', '']",cotoha-mam,FALSE,https://www.ameba.jp/profile/general/cotoha-mam/,haruママ,既婚,,女性,,,,主婦／主夫
parenting toddlers,39,コヨメブログ(旧崖っぷち嫁ブログ),https://ameblo.jp/yume-koyome/,"['小学校受験', '貯金', '中学受験', '発達障害', 'お受験', '受験', '', '', '', '']",yume-koyome,TRUE,https://www.ameba.jp/profile/ameba/yume-koyome/,コヨメ,,,女性,,,,
parenting toddlers,40,ウメブログ,https://ameblo.jp/umenoenikki/,"['保育園', '女の子パパ', 'イヤイヤ期', '1歳児', '子育て', '女の子', '育児', '', '', '']",umenoenikki,TRUE,https://www.ameba.jp/profile/ameba/umenoenikki/,佐伯梅,,,,,,,
parenting toddlers,41,43歳高齢初産のブログ,https://ameblo.jp/advancedagechildbirth/,"['楽天お得情報', '子供服', '記事デザイン', '義母', 'ワーママ', '女の子ママ', '', '', '', '']",advancedagechildbirth,FALSE,https://www.ameba.jp/profile/general/advancedagechildbirth/,advanced age childbirth,,,女性,,,,
parenting toddlers,42,不妊治療を経て第一子の子育て中(^^),https://ameblo.jp/73821002/,"['今月のお気に入り', '楽天お得情報', '双子', '受験', '探偵', 'パート', '', '', '', '']",73821002,FALSE,https://www.ameba.jp/profile/general/73821002/,ねっぴー,既婚,,女性,,,,会社員
parenting toddlers,43,元はおばあちゃん、今はママ♡,https://ameblo.jp/yuitop-mama/,"['高齢出産', '男の子ママ', '専業主婦', '高齢育児', '5才児', '高齢ママ', '年中さん', 'PR_AMEBAPICK', '']",yuitop-mama,FALSE,https://www.ameba.jp/profile/general/yuitop-mama/,ゆいとぴまま,,,女性,,,,
parenting toddlers,44,三人目にやっと女の子♡独自の産み分け成功方法！とやらかし義父母。。。,https://ameblo.jp/kaming829/,"['楽天お得情報', 'まとめ買い', '元夫', 'アラサー主婦', 'アラサー女子', '', '', '', '', '']",kaming829,FALSE,https://www.ameba.jp/profile/general/kaming829/,kaming829,,,女性,,,,
parenting toddlers,45,買い物好きですが何か？,https://ameblo.jp/yumedarumax/,"['ワンオペ育児', 'ワーママ', '長男', '女の子ママ', 'ママ友', '東京', '', '', '', '']",yumedarumax,TRUE,https://www.ameba.jp/profile/ameba/yumedarumax/,ゆめぴ,,,女性,,,,
parenting toddlers,46,心配性すぎるワーママまなのASDグレー息子育児Diary,https://ameblo.jp/mana-5555/,"['マンガ', 'イラスト', '帝王切開', 'アラサー主婦', '入院', '男の子ママ', '', '', '', '']",mana-5555,FALSE,https://www.ameba.jp/profile/general/mana-5555/,mana-5555,,,,,,,
parenting toddlers,47,高齢で2人産んだらこうなった。,https://ameblo.jp/junna35/,"['離婚', '別居', '記事デザイン', '義母', 'PR', '夫', 'まんぞく日記の記事デザイン', '', '', '']",junna35,FALSE,https://www.ameba.jp/profile/general/junna35/,ちゅん,,,,,,,
parenting toddlers,48,残念なヨメちゃん！+,https://ameblo.jp/zannenyome/,"['1歳', '記事デザイン', '同居', 'しまむら', '保育園', '義実家', '', '', '', '']",zannenyome,TRUE,https://www.ameba.jp/profile/ameba/zannenyome/,桜田麩コウイチ,,,,,,,
parenting toddlers,49,30代。初めての育児。,https://ameblo.jp/ai104119/,"['生後6ヶ月', '3歳', '4コマ漫画', '長女', '長男', '5歳', '次女', '', '', '']",ai104119,FALSE,https://www.ameba.jp/profile/general/ai104119/,愛,,,,,,,
parenting toddlers,50,かぞくばか〜子育て4コマ絵日記,https://ameblo.jp/musume-nichijo/,"['ふるさと納税', '6歳', '5歳', '子育て', '育児の悩み', '育児', '楽天スーパーセール', '', '', '']",musume-nichijo,TRUE,https://www.ameba.jp/profile/ameba/musume-nichijo/,モチコ,,,女性,,,,その他漫画家・イラストレーター
parenting toddlers,51,p-----taroのブログ,https://ameblo.jp/p-----taro/,"['双子', '双子育児', 'エジプト', 'コメントありがとうございます', '', '', '', '', '', '']",p-----taro,FALSE,https://www.ameba.jp/profile/general/p-----taro/,ぴーたろ,,,女性,,,,
parenting toddlers,52,40代 二人目希望&育児記録,https://ameblo.jp/ninja650-kh/,"['私の買ってよかったもの', '双子', '女の子ママ', '男の子ママ', '楽天お得情報', '', '', '', '', '']",ninja650-kh,FALSE,https://www.ameba.jp/profile/general/ninja650-kh/,もんこ,,,女性,,,,
parenting toddlers,53,ママようび。,https://ameblo.jp/yoko-chibi/,"['大人カジュアル', '楽天お得情報', '記事デザイン', 'Tシャツ', '子供服', '育児', '', '', '', '']",yoko-chibi,TRUE,https://www.ameba.jp/profile/ameba/yoko-chibi/,ようみん,,,女性,O,,,
parenting toddlers,54,幸せな毎日,https://ameblo.jp/yurari3/,"['Eテレ', 'おかあさんといっしょ', 'サザエさん', 'サザエさんじゃんけん', '', '', '', '', '', '']",yurari3,FALSE,https://www.ameba.jp/profile/general/yurari3/,yurari3,,,女性,,,,
parenting toddlers,55,グレーな人間育ててますが、何か？,https://ameblo.jp/p-2020/,"['1歳', 'ワーママ', '義実家', '義母', 'ベビーカー', '', '', '', '', '']",p-2020,FALSE,https://www.ameba.jp/profile/general/p-2020/,あるぱかちゃん,,,,,,,
parenting toddlers,56,momoko's 主婦＆ママlife,https://ameblo.jp/0303momok/,"['3歳', '1歳', '保育園', 'こども園', 'アラサー女子', '4歳', '幼稚園', '', '', '']",0303momok,FALSE,https://www.ameba.jp/profile/general/0303momok/,MOMOKO,,,女性,AB,,福岡県,
parenting toddlers,57,三児の父ポコの育児日記,https://ameblo.jp/kouheeeeei0830/,"['小学4年生', '小学生', '女の子ママ', '小学1年生', '義実家', '義母', 'ママ友', 'ピアノ', '', '']",kouheeeeei0830,FALSE,https://www.ameba.jp/profile/general/kouheeeeei0830/,三児の父ポコ(育休1年取得済み),,,男性,,,,
parenting toddlers,58,ぽぽの不妊治療→育児記録,https://ameblo.jp/popotimaru/,"['小学校受験', '貯金', '中学受験', '発達障害', 'お受験', '受験', '', '', '', '']",popotimaru,FALSE,https://www.ameba.jp/profile/general/popotimaru/,ぽぽ,,,,,,,
parenting toddlers,59,haru-no-haha〜2022,https://ameblo.jp/haru-no-hana-2022/,"['保育園', '女の子パパ', 'イヤイヤ期', '1歳児', '子育て', '女の子', '育児', '', '', '']",haru-no-hana-2022,FALSE,https://www.ameba.jp/profile/general/haru-no-hana-2022/,haru,,,女性,,,,
parenting toddlers,60,たのしいをつくる～小３＆年長わくわく兄弟,https://ameblo.jp/wideair/,"['楽天お得情報', '子供服', '記事デザイン', '義母', 'ワーママ', '女の子ママ', '', '', '', '']",wideair,FALSE,https://www.ameba.jp/profile/general/wideair/,miki,,,,,,,
parenting toddlers,61,ao育児ブログ ⁎⁺˳✧2019年4月生まれの発達ゆっくりな女の子⁎⁺˳✧༚,https://ameblo.jp/natsume627/,"['今月のお気に入り', '楽天お得情報', '双子', '受験', '探偵', 'パート', '', '', '', '']",natsume627,FALSE,https://www.ameba.jp/profile/general/natsume627/,aoao,,,女性,,,,主婦／主夫
parenting toddlers,62,wakamechanLife 〜子育てライフを豊かに〜,https://ameblo.jp/wakamechanlife/,"['高齢出産', '男の子ママ', '専業主婦', '高齢育児', '5才児', '高齢ママ', '年中さん', 'PR_AMEBAPICK', '']",wakamechanlife,FALSE,https://www.ameba.jp/profile/general/wakamechanlife/,わかめちゃん,既婚,,女性,,神奈川県,,
parenting toddlers,63,愛しい私の天使ちゃん,https://ameblo.jp/dear-my-sis/,"['楽天お得情報', 'まとめ買い', '元夫', 'アラサー主婦', 'アラサー女子', '', '', '', '', '']",dear-my-sis,FALSE,https://www.ameba.jp/profile/general/dear-my-sis/,mokumoku,,,,,,,
parenting toddlers,64,時短ワーママのdiary ~2019.1 女の子⑅2021.3男の子出産~,https://ameblo.jp/lalaloha-days/,"['ワンオペ育児', 'ワーママ', '長男', '女の子ママ', 'ママ友', '東京', '', '', '', '']",lalaloha-days,FALSE,https://www.ameba.jp/profile/general/lalaloha-days/,lala,,,女性,,,,
parenting toddlers,65,田舎暮らしを楽しむ。ちょっと笑えるカジュアル子育て☆,https://ameblo.jp/46494919/,"['マンガ', 'イラスト', '帝王切開', 'アラサー主婦', '入院', '男の子ママ', '', '', '', '']",46494919,FALSE,https://www.ameba.jp/profile/general/46494919/,あゆ,,1987年10月21日,女性,O,埼玉県,長野県,
parenting toddlers,66,男の子1人育児中☆ひらりひらりと毎日のblog,https://ameblo.jp/rina-b-u-t/,"['離婚', '別居', '記事デザイン', '義母', 'PR', '夫', 'まんぞく日記の記事デザイン', '', '', '']",rina-b-u-t,FALSE,https://www.ameba.jp/profile/general/rina-b-u-t/,hirari,,,女性,,,東京都,
parenting toddlers,67,３歳息子の成長日記【発達ゆっくりです】,https://ameblo.jp/elixe16/,"['1歳', '記事デザイン', '同居', 'しまむら', '保育園', '義実家', '', '', '', '']",elixe16,FALSE,https://www.ameba.jp/profile/general/elixe16/,レモン,,,女性,,,,
parenting toddlers,68,悩むOLブログ〜長女5歳＊次女2歳〜,https://ameblo.jp/hi-how-are-you1004/,"['生後6ヶ月', '3歳', '4コマ漫画', '長女', '長男', '5歳', '次女', '', '', '']",hi-how-are-you1004,FALSE,https://www.ameba.jp/profile/general/hi-how-are-you1004/,腹ぺこ子,既婚,,女性,,,東京都,会社員
parenting toddlers,69,双子のママになりました 30代育児日記,https://ameblo.jp/nanco228/,"['ふるさと納税', '6歳', '5歳', '子育て', '育児の悩み', '育児', '楽天スーパーセール', '', '', '']",nanco228,FALSE,https://www.ameba.jp/profile/general/nanco228/,nanco228,,,女性,,,,
parenting toddlers,70,Little by little...♡,https://ameblo.jp/coco63101/,"['双子', '双子育児', 'エジプト', 'コメントありがとうございます', '', '', '', '', '', '']",coco63101,FALSE,https://www.ameba.jp/profile/general/coco63101/,coco,,,女性,,,,
parenting toddlers,71,たぬこのたぬお育成日記,https://ameblo.jp/akoko1987/,"['私の買ってよかったもの', '双子', '女の子ママ', '男の子ママ', '楽天お得情報', '', '', '', '', '']",akoko1987,FALSE,https://www.ameba.jp/profile/general/akoko1987/,たぬこ,既婚,,女性,,,,主婦／主夫
parenting toddlers,72,nikkoの育児キロク,https://ameblo.jp/tiyo20/,"['大人カジュアル', '楽天お得情報', '記事デザイン', 'Tシャツ', '子供服', '育児', '', '', '', '']",tiyo20,FALSE,https://www.ameba.jp/profile/general/tiyo20/,Nikko,,,女性,,,,
parenting toddlers,73,旅好きOLの初育児＆投資記録☆,https://ameblo.jp/cafe--con/,"['小学生', '男の子ママ', '夏休み', '小1', 'スイミングスクール', '性被害対策', '', '', '', '']",cafe--con,FALSE,https://www.ameba.jp/profile/general/cafe--con/,🐼,,,女性,,,,
parenting toddlers,74,42歳で出産→2歳児育児中kamenoesaaのブログ,https://ameblo.jp/kamenoesaa/,"['Eテレ', 'おかあさんといっしょ', 'サザエさん', 'サザエさんじゃんけん', '', '', '', '', '', '']",kamenoesaa,FALSE,https://www.ameba.jp/profile/general/kamenoesaa/,かめのえさ,既婚,,女性,A,,東京都,会社員
parenting toddlers,75,諸行無常,https://ameblo.jp/kikitomu/,"['1歳', 'ワーママ', '義実家', '義母', 'ベビーカー', '', '', '', '', '']",kikitomu,FALSE,https://www.ameba.jp/profile/general/kikitomu/,24ブラック,,,,,,,
parenting toddlers,76,京大ママと東大パパ、教育について考える。,https://ameblo.jp/applepeach12/,"['3歳', '1歳', '保育園', 'こども園', 'アラサー女子', '4歳', '幼稚園', '', '', '']",applepeach12,FALSE,https://www.ameba.jp/profile/general/applepeach12/,りんご,,,女性,,,,
parenting toddlers,77,娘と息子の成長記録,https://ameblo.jp/pogo0627/,"['小学4年生', '小学生', '女の子ママ', '小学1年生', '義実家', '義母', 'ママ友', 'ピアノ', '', '']",pogo0627,FALSE,https://www.ameba.jp/profile/general/pogo0627/,炭水化物サイコー,,,,,,,主婦／主夫
parenting toddlers,78,柏の葉ママブログ,https://ameblo.jp/mame634/,"['小学校受験', '貯金', '中学受験', '発達障害', 'お受験', '受験', '', '', '', '']",mame634,FALSE,https://www.ameba.jp/profile/general/mame634/,ゆみママ,既婚,,女性,,,千葉県,主婦／主夫
parenting toddlers,79,1694gで生まれた娘との生活のキロク,https://ameblo.jp/simple-parenting/,"['保育園', '女の子パパ', 'イヤイヤ期', '1歳児', '子育て', '女の子', '育児', '', '', '']",simple-parenting,FALSE,https://www.ameba.jp/profile/general/simple-parenting/,moka,,,女性,,,,
parenting toddlers,80,結婚してみたら、こうなった,https://ameblo.jp/zenryokushissouol/,"['楽天お得情報', '子供服', '記事デザイン', '義母', 'ワーママ', '女の子ママ', '', '', '', '']",zenryokushissouol,TRUE,https://www.ameba.jp/profile/ameba/zenryokushissouol/,花凛（かりん）,既婚,,女性,,,大阪府,会社員
parenting toddlers,81,２年間悩んだ行き渋りが２ヶ月で解消！癇癪も一緒に消えちゃったブログ,https://ameblo.jp/makiko-bikenjo/,"['今月のお気に入り', '楽天お得情報', '双子', '受験', '探偵', 'パート', '', '', '', '']",makiko-bikenjo,FALSE,https://www.ameba.jp/profile/general/makiko-bikenjo/,さかぐちまきこ　現役獣医ママが行き渋り卒業をサポート,,,女性,,,茨城県,
parenting toddlers,82,ぐーたらデブ女37歳＊妊娠糖尿病乗り越え、初めての子育て奮闘記(2018.1.10出産),https://ameblo.jp/ruonick/,"['高齢出産', '男の子ママ', '専業主婦', '高齢育児', '5才児', '高齢ママ', '年中さん', 'PR_AMEBAPICK', '']",ruonick,FALSE,https://www.ameba.jp/profile/general/ruonick/,さおり,既婚,,女性,,奈良県,長野県,
parenting toddlers,83,気ままに。。。〜旦那さんと3歳男児と猫と私の日々〜,https://ameblo.jp/yeahpanda/,"['楽天お得情報', 'まとめ買い', '元夫', 'アラサー主婦', 'アラサー女子', '', '', '', '', '']",yeahpanda,FALSE,https://www.ameba.jp/profile/general/yeahpanda/,ｻﾄﾁﾝ。,,1982年01月28日,女性,,,,
parenting toddlers,84,怯えるハハの毎日,https://ameblo.jp/shiorimmm01/,"['ワンオペ育児', 'ワーママ', '長男', '女の子ママ', 'ママ友', '東京', '', '', '', '']",shiorimmm01,FALSE,https://www.ameba.jp/profile/general/shiorimmm01/,怯えるハハの毎日,,,女性,,,,
parenting toddlers,85,きままな育児ブログ♡7歳男の子&4歳女の子,https://ameblo.jp/yamayuki0419/,"['マンガ', 'イラスト', '帝王切開', 'アラサー主婦', '入院', '男の子ママ', '', '', '', '']",yamayuki0419,FALSE,https://www.ameba.jp/profile/general/yamayuki0419/,おまめ,,,女性,,,,
parenting toddlers,86,6人きょうだいのママブログ,https://ameblo.jp/meratemi10060930/,"['離婚', '別居', '記事デザイン', '義母', 'PR', '夫', 'まんぞく日記の記事デザイン', '', '', '']",meratemi10060930,FALSE,https://www.ameba.jp/profile/general/meratemi10060930/,めらみ09301006,既婚,,女性,O,静岡県,,
parenting toddlers,87,【心理学講師×カウンセラー×元保育園園長】かよよの「プレシャス絆メソッド」,https://ameblo.jp/shalomrav15/,"['1歳', '記事デザイン', '同居', 'しまむら', '保育園', '義実家', '', '', '', '']",shalomrav15,FALSE,https://www.ameba.jp/profile/general/shalomrav15/,【心理カウンセラー×心理学講師×元園長】かよよの「プレシャス絆メソッド」,既婚,,,O,広島県,大阪府,
parenting toddlers,88,障害児育児を楽しむ♪クスッと笑える日常をお届け！,https://ameblo.jp/2natantakarakuru/,"['生後6ヶ月', '3歳', '4コマ漫画', '長女', '長男', '5歳', '次女', '', '', '']",2natantakarakuru,FALSE,https://www.ameba.jp/profile/general/2natantakarakuru/,ようこ,既婚,,女性,,,,
parenting toddlers,89,42歳 体外受精を経てやっと妊娠したらMDツイン(一卵性双生児)でした,https://ameblo.jp/tomohan0804/,"['ふるさと納税', '6歳', '5歳', '子育て', '育児の悩み', '育児', '楽天スーパーセール', '', '', '']",tomohan0804,FALSE,https://www.ameba.jp/profile/general/tomohan0804/,とも,,,女性,,,,
